Date,PetrolPrice,Price Date,Sl no.,District Name_x,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,District Name_y
28-10-2018,82.9,28-10-2018,,,,,,,,,,37,28,0,11.6,8,74,9:17 PM,10:01 AM,6:42 AM,6:04 PM,9,30,30,32,9,6,24,0,1014,37,10,57,6,Ahmedabad
29-10-2018,82.9,29-10-2018,45846,Panchmahals,Derol(Vejalpur),Wheat,Other,FAQ,1650,1680,1670,37,26,0,11.6,8,67,10:13 PM,11:02 AM,6:43 AM,6:03 PM,8,30,30,31,15,2,25,0,1014,37,10,73,10,Ahmedabad
30-10-2018,82.9,30-10-2018,45843,Panchmahals,Derol(Vejalpur),Wheat,Other,FAQ,1650,1690,1670,35,25,0,11.6,8,60,11:14 PM,12:01 PM,6:43 AM,6:03 PM,7,29,29,30,18,0,25,0,1013,35,10,75,12,Ahmedabad
31-10-2018,82.9,31-10-2018,39197,Gandhinagar,Dehgam,Wheat,Other,FAQ,1900,2050,1975,35,24,0,11.6,8,53,No moonrise,12:56 PM,6:44 AM,6:02 PM,9,29,29,30,20,0,28,0,1014,35,10,70,13,Ahmedabad
01-11-2018,76.49,01-11-2018,28582,Dahod,Dahod,Wheat,Lokwan,FAQ,1775,1850,1825,35,25,0,11.6,8,47,12:15 AM,1:48 PM,6:44 AM,6:02 PM,12,30,30,30,16,4,33,0,1013,35,10,66,10,Ahmedabad
02-11-2018,76.49,02-11-2018,,,,,,,,,,37,26,0,11.6,8,40,1:18 AM,2:35 PM,6:45 AM,6:01 PM,13,31,31,31,12,6,34,0,1012,37,10,86,8,Ahmedabad
03-11-2018,76.49,03-11-2018,,,,,,,,,,36,27,0,11.6,8,33,2:19 AM,3:19 PM,6:45 AM,6:00 PM,12,31,31,31,7,4,32,0,1012,36,10,189,5,Ahmedabad
04-11-2018,76.49,04-11-2018,10845,Sabarkantha,Bayad(Sadamba),Wheat,Other,FAQ,1550,1750,1600,36,28,0,11.5,8,26,3:19 AM,4:01 PM,6:46 AM,6:00 PM,12,31,31,32,8,6,31,0,1012,36,10,162,6,Ahmedabad
05-11-2018,76.49,05-11-2018,62619,Rajkot,Gondal,Wheat,Sechor No. 1,FAQ,1580,2140,1850,36,26,0,8.7,8,20,4:18 AM,4:41 PM,6:47 AM,5:59 PM,10,29,29,30,14,5,29,0,1013,36,10,88,10,Ahmedabad
06-11-2018,76.49,06-11-2018,10827,Sabarkantha,Bayad(Sadamba),Wheat,Other,FAQ,1550,1700,1650,35,25,0,8.7,8,13,5:17 AM,5:22 PM,6:47 AM,5:59 PM,6,28,28,29,15,2,24,0,1014,35,10,45,11,Ahmedabad
07-11-2018,76.49,07-11-2018,28290,Dahod,Dahod,Wheat,Lokwan,FAQ,1975,2050,2000,35,22,0,8.7,8,6,6:14 AM,6:02 PM,6:48 AM,5:58 PM,5,28,28,29,13,0,22,0,1014,35,10,54,9,Ahmedabad
08-11-2018,76.49,08-11-2018,61243,Panchmahals,Gogamba(Similiya),Wheat,147 Average,FAQ,1700,1765,1735,36,23,0,8.7,8,1,7:12 AM,6:44 PM,6:48 AM,5:58 PM,5,28,28,29,13,0,22,0,1013,36,10,63,9,Ahmedabad
09-11-2018,76.49,09-11-2018,22452,Botad,Botad,Wheat,Other,FAQ,1800,2170,1985,37,23,0,8.7,8,8,8:09 AM,7:29 PM,6:49 AM,5:58 PM,6,29,29,30,11,0,23,0,1012,37,10,95,8,Ahmedabad
10-11-2018,76.49,10-11-2018,36934,Banaskanth,Deesa(Bhildi),Wheat,Other,FAQ,1875,1875,1875,37,25,0,8.7,8,14,9:04 AM,8:15 PM,6:50 AM,5:57 PM,6,29,29,31,9,0,22,0,1013,37,10,127,7,Ahmedabad
11-11-2018,76.49,11-11-2018,,,,,,,,,,38,25,0,8.7,8,21,9:58 AM,9:03 PM,6:50 AM,5:57 PM,8,30,30,31,9,0,23,0,1014,38,10,69,7,Ahmedabad
12-11-2018,76.49,12-11-2018,62351,Rajkot,Gondal,Wheat,Sechor No. 1,FAQ,2010,2650,2370,38,26,0,8.7,8,28,10:49 AM,9:53 PM,6:51 AM,5:56 PM,8,30,30,32,6,0,23,0,1013,38,10,174,5,Ahmedabad
13-11-2018,76.49,13-11-2018,49956,Sabarkantha,Dhansura,Wheat,Milbar,FAQ,1950,2025,2000,37,28,0,8.7,8,35,11:37 AM,10:44 PM,6:51 AM,5:56 PM,9,30,30,32,5,1,25,0,1011,37,10,174,4,Ahmedabad
14-11-2018,76.49,14-11-2018,45828,Panchmahals,Derol(Vejalpur),Wheat,Lokwan,FAQ,1650,1670,1665,35,26,0,8.7,8,41,12:21 PM,11:35 PM,6:52 AM,5:56 PM,12,30,30,30,7,6,33,0,1011,35,10,147,5,Ahmedabad
15-11-2018,76.49,15-11-2018,44739,Panchmahals,Derol(Adadara),Wheat,Lokwan,FAQ,1640,1660,1650,35,26,0,8.7,8,48,1:02 PM,No moonset,6:53 AM,5:55 PM,10,29,29,30,12,2,30,0,1014,35,10,79,9,Ahmedabad
16-11-2018,76.49,16-11-2018,44737,Panchmahals,Derol(Adadara),Wheat,Other,FAQ,1670,1690,1680,35,23,0,8.7,8,55,1:41 PM,12:26 AM,6:53 AM,5:55 PM,5,28,28,29,15,0,23,0,1014,35,10,44,11,Ahmedabad
17-11-2018,76.49,17-11-2018,28108,Dahod,Dahod,Wheat,147 Average,FAQ,2100,2250,2200,37,23,0,8.7,8,62,2:18 PM,1:17 AM,6:54 AM,5:55 PM,6,29,29,30,8,2,23,0,1012,37,10,84,6,Ahmedabad
18-11-2018,76.49,18-11-2018,60766,Panchmahals,Gogamba,Wheat,Other,FAQ,1800,1900,1850,38,25,0,8.7,8,68,2:54 PM,2:08 AM,6:55 AM,5:54 PM,8,30,30,31,7,0,25,0,1012,38,10,116,5,Ahmedabad
19-11-2018,76.49,19-11-2018,45821,Panchmahals,Derol(Vejalpur),Wheat,Other,FAQ,1660,1680,1670,38,26,0,8.7,8,75,3:30 PM,3:00 AM,6:55 AM,5:54 PM,8,30,30,31,8,0,24,0,1014,38,10,128,6,Ahmedabad
20-11-2018,76.49,20-11-2018,56770,Jamnagar,Dhrol,Wheat,Other,FAQ,1930,2200,2065,38,26,0,8.7,8,82,4:07 PM,3:53 AM,6:56 AM,5:54 PM,9,30,30,31,9,0,26,0,1014,38,10,76,6,Ahmedabad
21-11-2018,76.49,21-11-2018,49951,Sabarkantha,Dhansura,Wheat,Milbar,FAQ,2000,2250,2100,36,25,0,8.7,8,89,4:46 PM,4:48 AM,6:57 AM,5:54 PM,11,30,30,30,12,3,30,0,1014,36,10,101,8,Ahmedabad
22-11-2018,76.49,22-11-2018,16554,Junagarh,Bhesan,Wheat,Other,FAQ,1500,1900,1700,36,25,0,8.7,8,96,5:29 PM,5:46 AM,6:57 AM,5:54 PM,13,30,30,30,11,4,35,0,1015,36,10,125,8,Ahmedabad
23-11-2018,76.49,23-11-2018,24486,Surendranagar,Chotila,Wheat,Local,FAQ,1800,2100,1850,36,26,0,8.7,8,98,6:15 PM,6:46 AM,6:58 AM,5:54 PM,9,29,29,30,18,0,27,0,1017,36,10,37,12,Ahmedabad
24-11-2018,76.49,24-11-2018,3661,Amreli,Amreli,Wheat,Lokwan,FAQ,1700,2400,2285,36,24,0,8.7,8,91,7:08 PM,7:49 AM,6:59 AM,5:53 PM,8,28,28,29,13,0,26,0,1017,36,10,84,9,Ahmedabad
25-11-2018,76.49,25-11-2018,60760,Panchmahals,Gogamba,Wheat,Other,FAQ,1800,1900,1850,34,24,0,8.7,7,84,8:04 PM,8:51 AM,6:59 AM,5:53 PM,7,27,27,28,10,5,28,0,1016,34,10,66,7,Ahmedabad
26-11-2018,76.49,26-11-2018,42478,Gandhinagar,Dehgam(Rekhiyal),Wheat,Other,FAQ,1950,2050,2000,33,22,0,8.7,6,77,9:05 PM,9:54 AM,7:00 AM,5:53 PM,5,26,26,27,18,36,25,0,1014,33,10,65,11,Ahmedabad
27-11-2018,76.49,27-11-2018,39181,Gandhinagar,Dehgam,Wheat,Other,FAQ,1990,2200,2095,32,21,0,3.9,6,71,10:08 PM,10:52 AM,7:01 AM,5:53 PM,4,25,25,26,22,74,25,0,1015,32,10,67,13,Ahmedabad
28-11-2018,76.49,28-11-2018,9201,Amreli,Bagasara,Wheat,Lokwan Gujrat,FAQ,2125,2355,2240,32,21,0,8.7,7,64,11:12 PM,11:46 AM,7:02 AM,5:53 PM,6,26,26,27,19,23,28,0,1015,32,10,66,12,Ahmedabad
29-11-2018,76.49,29-11-2018,34851,Banaskanth,Deesa,Wheat,Other,FAQ,1970,2155,2100,32,20,0,8.7,7,57,No moonrise,12:35 PM,7:02 AM,5:53 PM,6,26,26,26,21,0,30,0,1017,32,10,60,14,Ahmedabad
30-11-2018,76.49,30-11-2018,62366,Rajkot,Gondal,Wheat,Sechor No. 1,FAQ,2010,2350,2210,32,20,0,8.7,7,50,12:13 AM,1:20 PM,7:03 AM,5:53 PM,8,26,26,26,20,8,35,0,1017,32,10,57,13,Ahmedabad
01-12-2018,69.93,01-12-2018,4141,Amreli,Amreli,Wheat,Rajasthan Tukdi,FAQ,1510,1970,1855,32,20,0,8.7,7,43,1:14 AM,2:01 PM,7:04 AM,5:53 PM,9,25,25,25,16,0,35,0,1015,32,10,57,11,Ahmedabad
02-12-2018,69.93,02-12-2018,28531,Dahod,Dahod,Wheat,147 Average,FAQ,1750,1785,1765,34,21,0,8.7,7,37,2:12 AM,2:41 PM,7:04 AM,5:53 PM,10,27,27,27,13,0,35,0,1013,34,10,63,9,Ahmedabad
03-12-2018,69.93,03-12-2018,47569,Banaskanth,Dhanera,Wheat,Other,FAQ,1590,1900,1745,33,20,0,8.7,7,30,3:10 AM,3:20 PM,7:05 AM,5:54 PM,7,26,26,26,17,7,31,0,1013,33,10,59,11,Ahmedabad
04-12-2018,69.93,04-12-2018,42655,Gandhinagar,Dehgam(Rekhiyal),Wheat,Other,FAQ,1500,1950,1725,33,21,0,8.7,7,23,4:06 AM,3:59 PM,7:06 AM,5:54 PM,11,27,27,26,15,2,38,0,1014,33,10,81,10,Ahmedabad
05-12-2018,69.93,05-12-2018,3943,Amreli,Amreli,Wheat,Lokwan,FAQ,1610,1865,1740,32,21,0,8.7,7,16,5:02 AM,4:40 PM,7:06 AM,5:54 PM,9,27,27,26,14,1,33,0,1013,32,10,162,10,Ahmedabad
06-12-2018,69.93,06-12-2018,60860,Panchmahals,Gogamba,Wheat,Other,FAQ,1625,1660,1645,33,22,0,8.7,7,10,5:58 AM,5:23 PM,7:07 AM,5:54 PM,8,26,26,26,11,3,33,0,1013,33,10,122,8,Ahmedabad
07-12-2018,69.93,07-12-2018,36987,Banaskanth,Deesa(Bhildi),Wheat,Other,FAQ,1700,1750,1705,33,21,0,8.7,7,3,6:54 AM,6:08 PM,7:08 AM,5:54 PM,7,26,26,26,14,4,30,0,1013,33,10,61,10,Ahmedabad
08-12-2018,69.93,08-12-2018,60299,Panchmahals,Godhra(Timbaroad),Wheat,Medium,FAQ,1880,1935,1905,32,20,0,8.7,7,4,7:49 AM,6:55 PM,7:08 AM,5:54 PM,6,25,25,25,19,0,30,0,1014,32,10,172,12,Ahmedabad
09-12-2018,69.93,09-12-2018,418,Banaskanth,Amirgadh,Wheat,Other,FAQ,1935,1945,1940,32,20,0,8.7,7,11,8:40 AM,7:45 PM,7:09 AM,5:55 PM,7,25,25,25,13,0,31,0,1013,32,10,155,9,Ahmedabad
10-12-2018,69.93,10-12-2018,16560,Junagarh,Bhesan,Wheat,Other,FAQ,1500,2200,1850,30,22,0,8.7,7,17,9:30 AM,8:35 PM,7:10 AM,5:55 PM,8,25,25,25,7,10,34,0,1013,30,10,125,5,Ahmedabad
11-12-2018,69.93,11-12-2018,43742,Panchmahals,Derol,Wheat,Other,FAQ,1650,1670,1660,29,21,0,8.7,7,24,10:16 AM,9:27 PM,7:10 AM,5:55 PM,10,26,26,25,9,30,38,0,1014,29,10,160,6,Ahmedabad
12-12-2018,69.93,12-12-2018,49934,Sabarkantha,Dhansura,Wheat,Milbar,FAQ,1950,2105,2050,29,21,0,8.7,7,31,10:59 AM,10:17 PM,7:11 AM,5:56 PM,8,25,25,25,15,17,36,0,1015,29,10,172,10,Ahmedabad
13-12-2018,69.93,13-12-2018,9191,Amreli,Bagasara,Wheat,Lokwan Gujrat,FAQ,2000,2250,2125,28,18,0,8.7,6,38,11:39 AM,11:08 PM,7:12 AM,5:56 PM,3,22,22,22,16,0,29,0,1019,28,10,30,12,Ahmedabad
14-12-2018,69.93,14-12-2018,3626,Amreli,Amreli,Wheat,Lokwan,FAQ,1850,2325,2220,27,16,0,8.7,6,45,12:15 PM,11:59 PM,7:12 AM,5:56 PM,3,20,20,20,27,0,33,0,1020,27,10,51,17,Ahmedabad
15-12-2018,69.93,15-12-2018,3625,Amreli,Amreli,Wheat,Lokwan,FAQ,2290,2290,2290,27,16,0,8.7,6,51,12:51 PM,No moonset,7:13 AM,5:57 PM,4,20,20,20,27,0,36,0,1019,27,10,59,18,Ahmedabad
16-12-2018,69.93,16-12-2018,,,,,,,,,,26,15,0,8.7,6,58,1:27 PM,12:49 AM,7:13 AM,5:57 PM,-1,20,20,20,31,13,26,0,1019,26,10,60,20,Ahmedabad
17-12-2018,69.93,17-12-2018,39164,Gandhinagar,Dehgam,Wheat,Other,FAQ,2075,2150,2112,27,17,0,8.7,6,65,2:02 PM,1:41 AM,7:14 AM,5:57 PM,0,21,21,21,28,19,25,0,1018,27,10,60,18,Ahmedabad
18-12-2018,69.93,18-12-2018,3622,Amreli,Amreli,Wheat,Rajasthan Tukdi,FAQ,2175,2430,2280,28,15,0,8.7,6,72,2:39 PM,2:34 AM,7:14 AM,5:58 PM,0,20,20,21,22,0,26,0,1018,28,10,54,14,Ahmedabad
19-12-2018,69.93,19-12-2018,28059,Dahod,Dahod,Wheat,Lokwan,FAQ,2100,2200,2150,30,16,0,8.7,6,78,3:19 PM,3:29 AM,7:15 AM,5:58 PM,0,21,21,22,18,0,23,0,1017,30,10,65,11,Ahmedabad
20-12-2018,69.93,20-12-2018,42457,Gandhinagar,Dehgam(Rekhiyal),Wheat,Other,FAQ,2000,2100,2050,30,16,0,8.7,6,85,4:03 PM,4:27 AM,7:16 AM,5:59 PM,1,22,22,22,18,0,26,0,1017,30,10,60,11,Ahmedabad
21-12-2018,69.93,21-12-2018,47379,Banaskanth,Dhanera,Wheat,Other,FAQ,1890,2125,2007,31,17,0,8.7,7,92,4:52 PM,5:29 AM,7:16 AM,5:59 PM,3,23,23,23,13,0,28,0,1015,31,10,63,9,Ahmedabad
22-12-2018,69.93,22-12-2018,28052,Dahod,Dahod,Wheat,Lokwan,FAQ,2100,2200,2150,32,18,0,10.8,7,99,5:48 PM,6:32 AM,7:17 AM,6:00 PM,4,24,24,24,10,0,26,0,1015,32,10,162,7,Ahmedabad
23-12-2018,69.93,23-12-2018,17843,Sabarkantha,Bhiloda,Wheat,Other,FAQ,2000,2130,2065,33,19,0,10.8,7,94,6:48 PM,7:37 AM,7:17 AM,6:00 PM,5,24,24,24,14,0,28,0,1015,33,10,161,9,Ahmedabad
24-12-2018,69.93,24-12-2018,36900,Banaskanth,Deesa(Bhildi),Wheat,Other,FAQ,1945,1960,1950,29,19,0,10.8,7,88,7:53 PM,8:38 AM,7:18 AM,6:01 PM,5,25,25,25,13,0,28,0,1015,29,10,180,9,Ahmedabad
25-12-2018,69.93,25-12-2018,39157,Gandhinagar,Dehgam,Wheat,Other,FAQ,2040,2095,2067,30,19,0,10.8,7,81,8:59 PM,9:37 AM,7:18 AM,6:01 PM,4,23,23,23,16,0,29,0,1015,30,10,213,10,Ahmedabad
26-12-2018,69.93,26-12-2018,44696,Panchmahals,Derol(Adadara),Wheat,Other,FAQ,1640,1660,1650,27,17,0,10.8,6,74,10:04 PM,10:30 AM,7:18 AM,6:02 PM,2,21,21,22,16,0,27,0,1015,27,10,294,11,Ahmedabad
27-12-2018,69.93,27-12-2018,16547,Junagarh,Bhesan,Wheat,Other,FAQ,1750,2350,2050,28,17,0,10.8,6,67,11:07 PM,11:18 AM,7:19 AM,6:02 PM,-2,21,21,22,13,0,22,0,1017,28,10,37,9,Ahmedabad
28-12-2018,69.93,28-12-2018,9183,Amreli,Bagasara,Wheat,Lokwan Gujrat,FAQ,1725,2105,1925,26,15,0,10.8,6,61,No moonrise,12:02 PM,7:19 AM,6:03 PM,-5,20,20,20,19,0,19,0,1017,26,10,68,12,Ahmedabad
29-12-2018,69.93,29-12-2018,28043,Dahod,Dahod,Wheat,Lokwan,FAQ,2100,2200,2150,26,14,0,10.8,6,54,12:07 AM,12:42 PM,7:20 AM,6:03 PM,-6,19,19,19,22,0,18,0,1018,26,10,68,14,Ahmedabad
30-12-2018,69.93,30-12-2018,,,,,,,,,,29,14,0,10.8,6,47,1:05 AM,1:22 PM,7:20 AM,6:04 PM,-2,20,20,21,21,0,22,0,1019,29,10,73,13,Ahmedabad
31-12-2018,69.93,31-12-2018,9181,Amreli,Bagasara,Wheat,Lokwan Gujrat,FAQ,2080,2250,2165,31,16,0,10.9,7,40,2:02 AM,2:00 PM,7:20 AM,6:05 PM,0,22,22,23,17,0,22,0,1019,31,10,58,10,Ahmedabad
01-01-2019,66.31,01-01-2019,17836,Sabarkantha,Bhiloda,Wheat,Other,FAQ,2000,2175,2088,33,18,0,10.8,7,34,2:57 AM,2:40 PM,7:21 AM,6:05 PM,2,23,23,24,14,0,23,0,1019,33,10,160,9,Ahmedabad
02-01-2019,66.31,02-01-2019,17816,Sabarkantha,Bhiloda,Wheat,Other,FAQ,2050,2300,2175,31,19,0,10.9,7,27,3:53 AM,3:21 PM,7:21 AM,6:06 PM,2,23,23,24,13,0,23,0,1019,31,10,205,9,Ahmedabad
03-01-2019,66.31,03-01-2019,20530,Anand,Borsad,Wheat,Other,FAQ,1750,1850,1850,31,19,0,10.9,7,20,4:47 AM,4:04 PM,7:21 AM,6:07 PM,0,23,23,24,18,0,22,0,1020,31,10,48,11,Ahmedabad
04-01-2019,66.31,04-01-2019,62195,Rajkot,Gondal,Wheat,Lokwan,FAQ,1600,2090,1825,31,17,0,10.9,7,13,5:42 AM,4:50 PM,7:22 AM,6:07 PM,1,22,22,23,18,20,24,0,1018,31,10,147,10,Ahmedabad
05-01-2019,66.31,05-01-2019,53845,Rajkot,Dhoraji,Wheat,Lokwan,FAQ,1690,1865,1755,30,18,0,10.9,6,6,6:34 AM,5:39 PM,7:22 AM,6:08 PM,3,23,23,23,12,36,28,0,1016,30,10,249,7,Ahmedabad
06-01-2019,66.31,06-01-2019,9096,Amreli,Bagasara,Wheat,Lokwan Gujrat,FAQ,1855,1950,1902,27,18,0,10.9,6,0,7:25 AM,6:28 PM,7:22 AM,6:09 PM,7,21,21,22,21,0,42,0,1017,27,10,210,14,Ahmedabad
07-01-2019,66.31,07-01-2019,27752,Dahod,Dahod,Wheat,147 Average,FAQ,1975,2125,2100,27,15,0,10.9,6,7,8:12 AM,7:20 PM,7:22 AM,6:09 PM,4,20,20,20,25,0,36,0,1018,27,10,50,16,Ahmedabad
08-01-2019,66.31,08-01-2019,22222,Botad,Botad,Wheat,Other,FAQ,1940,2130,2035,29,15,0,10.9,6,14,8:56 AM,8:11 PM,7:22 AM,6:10 PM,4,21,21,21,21,0,35,0,1017,29,10,147,13,Ahmedabad
09-01-2019,66.31,09-01-2019,,,,,,,,,,29,17,0,10.9,6,21,9:37 AM,9:02 PM,7:23 AM,6:11 PM,5,22,22,22,16,0,32,0,1016,29,10,65,11,Ahmedabad
10-01-2019,66.31,10-01-2019,17636,Sabarkantha,Bhiloda,Wheat,Other,FAQ,1950,2000,1975,31,16,0,10.9,7,27,10:15 AM,9:52 PM,7:23 AM,6:11 PM,5,23,23,23,17,0,33,0,1015,31,10,52,11,Ahmedabad
11-01-2019,66.31,11-01-2019,38918,Gandhinagar,Dehgam,Wheat,Other,FAQ,1950,2200,2075,28,17,0,10.9,6,34,10:51 AM,10:42 PM,7:23 AM,6:12 PM,4,22,22,22,15,7,30,0,1016,28,10,92,9,Ahmedabad
12-01-2019,66.31,12-01-2019,,,,,,,,,,30,17,0,10.9,6,41,11:26 AM,11:33 PM,7:23 AM,6:13 PM,4,22,22,22,17,2,31,0,1015,30,10,140,11,Ahmedabad
13-01-2019,66.31,13-01-2019,60731,Panchmahals,Gogamba,Wheat,Other,FAQ,1925,1975,1950,29,18,0,10.9,6,48,12:00 PM,No moonset,7:23 AM,6:13 PM,6,22,22,22,17,4,35,0,1017,29,10,145,11,Ahmedabad
14-01-2019,66.31,14-01-2019,,,,,,,,,,28,17,0,10.9,6,55,12:35 PM,12:23 AM,7:23 AM,6:14 PM,5,22,22,22,25,0,35,0,1018,28,10,53,16,Ahmedabad
15-01-2019,66.31,15-01-2019,28017,Dahod,Dahod,Wheat,147 Average,FAQ,2150,2250,2200,30,16,0,10.9,6,61,1:13 PM,1:16 AM,7:23 AM,6:15 PM,4,22,22,22,22,5,32,0,1017,30,10,63,13,Ahmedabad
16-01-2019,66.31,16-01-2019,28014,Dahod,Dahod,Wheat,147 Average,FAQ,2150,2250,2200,33,18,0,10.9,7,68,1:53 PM,2:11 AM,7:23 AM,6:16 PM,5,23,23,23,15,7,32,0,1015,33,10,164,8,Ahmedabad
17-01-2019,66.31,17-01-2019,42435,Gandhinagar,Dehgam(Rekhiyal),Wheat,Other,FAQ,2025,2125,2075,32,18,0,10.9,7,75,2:38 PM,3:09 AM,7:23 AM,6:16 PM,6,24,24,24,14,2,32,0,1015,32,10,159,8,Ahmedabad
18-01-2019,66.31,18-01-2019,28010,Dahod,Dahod,Wheat,147 Average,FAQ,2150,2250,2200,33,18,0,10.9,7,82,3:30 PM,4:10 AM,7:23 AM,6:17 PM,5,24,24,25,19,0,29,0,1015,33,10,63,12,Ahmedabad
19-01-2019,66.31,19-01-2019,11979,Mehsana,Becharaji,Wheat,Other,FAQ,1990,2155,2070,34,19,0,11,7,88,4:26 PM,5:13 AM,7:23 AM,6:18 PM,5,25,25,26,19,0,27,0,1015,34,10,139,11,Ahmedabad
20-01-2019,66.31,20-01-2019,,,,,,,,,,34,21,0,11,7,95,5:30 PM,6:17 AM,7:23 AM,6:18 PM,5,26,26,27,14,0,26,0,1015,34,10,141,9,Ahmedabad
21-01-2019,66.31,21-01-2019,16544,Junagarh,Bhesan,Wheat,Other,FAQ,1750,2150,1950,30,20,0,11,7,98,6:36 PM,7:19 AM,7:23 AM,6:19 PM,8,25,25,25,14,3,38,0,1012,30,10,285,10,Ahmedabad
22-01-2019,66.31,22-01-2019,28004,Dahod,Dahod,Wheat,Lokwan,FAQ,2150,2250,2200,27,19,0,11,6,91,7:44 PM,8:16 AM,7:22 AM,6:20 PM,10,22,22,22,15,13,50,0,1013,27,10,264,11,Ahmedabad
23-01-2019,66.31,23-01-2019,34811,Banaskanth,Deesa,Wheat,Other,FAQ,1955,1955,1955,28,17,0,11,6,85,8:51 PM,9:08 AM,7:22 AM,6:20 PM,7,22,22,22,14,7,38,0,1015,28,10,264,9,Ahmedabad
24-01-2019,66.31,24-01-2019,60728,Panchmahals,Gogamba,Wheat,Other,FAQ,1900,1950,1920,30,17,0,11,6,78,9:55 PM,9:55 AM,7:22 AM,6:21 PM,5,21,21,22,16,1,34,0,1017,30,10,146,10,Ahmedabad
25-01-2019,66.31,25-01-2019,16542,Junagarh,Bhesan,Wheat,Other,FAQ,1750,2230,1990,26,15,0,11,6,71,10:56 PM,10:39 AM,7:22 AM,6:22 PM,0,19,19,19,25,1,29,0,1018,26,10,166,15,Ahmedabad
26-01-2019,66.31,26-01-2019,60727,Panchmahals,Gogamba,Wheat,Other,FAQ,1900,1975,1950,24,14,0,11,6,64,11:55 PM,11:20 AM,7:22 AM,6:23 PM,0,18,19,18,26,0,30,0,1021,24,10,36,16,Ahmedabad
27-01-2019,66.31,27-01-2019,,,,,,,,,,25,13,0,11,6,57,No moonrise,12:00 PM,7:21 AM,6:23 PM,-2,18,18,18,25,0,25,0,1022,25,10,43,16,Ahmedabad
28-01-2019,66.31,28-01-2019,44671,Panchmahals,Derol(Adadara),Wheat,Lokwan,FAQ,1620,1640,1630,25,13,0,11,6,51,12:52 AM,12:40 PM,7:21 AM,6:24 PM,-3,18,18,18,24,0,23,0,1022,25,10,51,15,Ahmedabad
29-01-2019,66.31,29-01-2019,43700,Panchmahals,Derol,Wheat,Other,FAQ,1630,1650,1640,27,13,0,11,6,44,1:49 AM,1:21 PM,7:21 AM,6:25 PM,-3,18,18,18,23,0,24,0,1020,27,10,62,14,Ahmedabad
30-01-2019,66.31,30-01-2019,36876,Banaskanth,Deesa(Bhildi),Wheat,Other,FAQ,1975,2120,1975,29,14,0,11.1,6,37,2:43 AM,2:03 PM,7:20 AM,6:25 PM,-2,22,22,21,17,4,22,0,1017,29,10,95,10,Ahmedabad
31-01-2019,66.31,31-01-2019,43698,Panchmahals,Derol,Wheat,Other,FAQ,1630,1650,1640,27,16,0,10.1,5,30,3:38 AM,2:48 PM,7:20 AM,6:26 PM,-1,22,22,22,12,23,22,0,1015,27,10,145,7,Ahmedabad
01-02-2019,68.33,01-02-2019,52781,Ahmedabad,Dholka(Koth),Wheat,Other,FAQ,1800,2030,1940,29,18,0,11.1,6,24,4:30 AM,3:36 PM,7:20 AM,6:27 PM,5,23,23,23,21,1,33,0,1016,29,10,214,13,Ahmedabad
02-02-2019,68.33,02-02-2019,27986,Dahod,Dahod,Wheat,147 Average,FAQ,2125,2250,2200,29,16,0,11.1,6,17,5:21 AM,4:24 PM,7:19 AM,6:27 PM,2,23,23,23,20,0,29,0,1016,29,10,112,13,Ahmedabad
03-02-2019,68.33,03-02-2019,42399,Gandhinagar,Dehgam(Rekhiyal),Wheat,Other,FAQ,1925,2050,1987,30,16,0,11.1,6,10,6:09 AM,5:15 PM,7:19 AM,6:28 PM,3,22,22,22,24,5,28,0,1017,30,10,44,14,Ahmedabad
04-02-2019,68.33,04-02-2019,17771,Sabarkantha,Bhiloda,Wheat,Other,FAQ,1840,2070,1955,32,20,0,11.1,7,3,6:54 AM,6:06 PM,7:18 AM,6:29 PM,10,25,25,25,24,12,38,0,1017,32,10,120,14,Ahmedabad
05-02-2019,68.33,05-02-2019,24380,Surendranagar,Chotila,Wheat,Hybrid,FAQ,1700,2200,2050,33,23,0,11.1,7,4,7:36 AM,6:57 PM,7:18 AM,6:29 PM,10,27,27,27,16,6,36,0,1016,33,10,286,10,Ahmedabad
06-02-2019,68.33,06-02-2019,,,,,,,,,,30,20,0,11.1,7,10,8:14 AM,7:48 PM,7:18 AM,6:30 PM,5,24,24,24,15,2,30,0,1013,30,10,297,10,Ahmedabad
07-02-2019,68.33,07-02-2019,17699,Sabarkantha,Bhiloda,Wheat,Other,FAQ,1800,1975,1888,25,17,0,11.1,6,17,8:51 AM,8:38 PM,7:17 AM,6:30 PM,3,20,20,20,28,2,33,0,1013,25,10,269,20,Ahmedabad
08-02-2019,68.33,08-02-2019,22221,Botad,Botad,Wheat,Other,FAQ,1930,2180,2055,25,15,0,11.2,6,24,9:27 AM,9:28 PM,7:16 AM,6:31 PM,0,19,19,19,10,0,29,0,1017,25,10,203,8,Ahmedabad
